scraped_at,source_updated_at,facility,status,capacity_percentage,badge_text,raw_text,source
2026-08-10T08:52:04+00:00,2026-08-10T16:52:00+08:00,Clementi ActiveSG Gym,open,81,81% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":81,""type"":""gym"",""isClosed"":false}",api_response
2026-08-10T08:58:49+00:00,2026-08-10T16:58:00+08:00,Clementi ActiveSG Gym,open,83,83% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":83,""type"":""gym"",""isClosed"":false}",api_response
2026-08-10T09:02:51+00:00,2026-08-10T17:02:00+08:00,Clementi ActiveSG Gym,open,85,85% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":85,""type"":""gym"",""isClosed"":false}",api_response
2026-08-10T10:37:01+00:00,2026-08-10T18:36:00+08:00,Clementi ActiveSG Gym,open,48,48% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":48,""type"":""gym"",""isClosed"":false}",api_response
2026-08-10T10:44:58+00:00,2026-08-10T18:44:00+08:00,Clementi ActiveSG Gym,open,47,47% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":47,""type"":""gym"",""isClosed"":false}",api_response
2026-08-10T10:52:50+00:00,2026-08-10T18:52:00+08:00,Clementi ActiveSG Gym,open,54,54% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":54,""type"":""gym"",""isClosed"":false}",api_response
2026-08-10T11:37:54+00:00,2026-08-10T19:37:00+08:00,Clementi ActiveSG Gym,open,58,58% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":58,""type"":""gym"",""isClosed"":false}",api_response
2026-08-10T11:59:58+00:00,2026-08-10T19:59:00+08:00,Clementi ActiveSG Gym,open,64,64% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":64,""type"":""gym"",""isClosed"":false}",api_response
2026-08-10T12:10:07+00:00,2026-08-10T20:10:00+08:00,Clementi ActiveSG Gym,open,66,66% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":66,""type"":""gym"",""isClosed"":false}",api_response
2026-08-10T12:35:40+00:00,2026-08-10T20:35:00+08:00,Clementi ActiveSG Gym,open,71,71% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":71,""type"":""gym"",""isClosed"":false}",api_response
2026-08-10T13:45:21+00:00,2026-08-10T21:45:00+08:00,Clementi ActiveSG Gym,open,0,0% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":0,""type"":""gym"",""isClosed"":false}",api_response
2026-08-10T13:57:21+00:00,2026-08-10T21:57:00+08:00,Clementi ActiveSG Gym,open,0,0% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":0,""type"":""gym"",""isClosed"":false}",api_response
2026-08-10T14:08:43+00:00,2026-08-10T22:08:00+08:00,Clementi ActiveSG Gym,closed,,Closed,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":0,""type"":""gym"",""isClosed"":true}",api_response
2026-08-10T15:17:33+00:00,2026-08-10T23:17:00+08:00,Clementi ActiveSG Gym,closed,,Closed,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":0,""type"":""gym"",""isClosed"":true}",api_response
2026-08-10T15:32:13+00:00,2026-08-10T23:32:00+08:00,Clementi ActiveSG Gym,closed,,Closed,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":0,""type"":""gym"",""isClosed"":true}",api_response
2026-08-10T15:44:33+00:00,2026-08-10T23:44:00+08:00,Clementi ActiveSG Gym,closed,,Closed,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":0,""type"":""gym"",""isClosed"":true}",api_response
2026-08-10T23:52:19+00:00,2026-08-11T07:52:00+08:00,Clementi ActiveSG Gym,open,37,37% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":37,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T00:02:16+00:00,2026-08-11T08:02:00+08:00,Clementi ActiveSG Gym,open,33,33% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":33,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T02:28:31+00:00,2026-08-11T10:28:00+08:00,Clementi ActiveSG Gym,open,49,49% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":49,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T02:36:07+00:00,2026-08-11T10:36:00+08:00,Clementi ActiveSG Gym,open,52,52% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":52,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T02:56:01+00:00,2026-08-11T10:55:00+08:00,Clementi ActiveSG Gym,open,58,58% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":58,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T04:03:46+00:00,2026-08-11T12:03:00+08:00,Clementi ActiveSG Gym,open,60,60% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":60,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T04:12:58+00:00,2026-08-11T12:12:00+08:00,Clementi ActiveSG Gym,open,55,55% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":55,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T04:41:36+00:00,2026-08-11T12:41:00+08:00,Clementi ActiveSG Gym,open,49,49% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":49,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T05:37:10+00:00,2026-08-11T13:37:00+08:00,Clementi ActiveSG Gym,open,38,38% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":38,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T05:43:54+00:00,2026-08-11T13:43:00+08:00,Clementi ActiveSG Gym,open,38,38% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":38,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T06:05:00+00:00,2026-08-11T14:04:00+08:00,Clementi ActiveSG Gym,open,47,47% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":47,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T06:40:41+00:00,2026-08-11T14:40:00+08:00,Clementi ActiveSG Gym,open,54,54% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":54,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T07:38:27+00:00,2026-08-11T15:38:00+08:00,Clementi ActiveSG Gym,open,58,58% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":58,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T07:46:57+00:00,2026-08-11T15:46:00+08:00,Clementi ActiveSG Gym,open,60,60% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":60,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T07:59:14+00:00,2026-08-11T15:59:00+08:00,Clementi ActiveSG Gym,open,63,63% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":63,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T09:14:23+00:00,2026-08-11T17:14:00+08:00,Clementi ActiveSG Gym,open,66,66% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":66,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T09:32:36+00:00,2026-08-11T17:32:00+08:00,Clementi ActiveSG Gym,open,60,60% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":60,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T09:45:31+00:00,2026-08-11T17:45:00+08:00,Clementi ActiveSG Gym,open,62,62% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":62,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T10:13:25+00:00,2026-08-11T18:13:00+08:00,Clementi ActiveSG Gym,open,57,57% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":57,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T10:26:29+00:00,2026-08-11T18:26:00+08:00,Clementi ActiveSG Gym,open,60,60% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":60,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T10:38:13+00:00,2026-08-11T18:38:00+08:00,Clementi ActiveSG Gym,open,64,64% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":64,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T11:06:34+00:00,2026-08-11T19:06:00+08:00,Clementi ActiveSG Gym,open,67,67% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":67,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T11:22:27+00:00,2026-08-11T19:22:00+08:00,Clementi ActiveSG Gym,open,77,77% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":77,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T11:58:52+00:00,2026-08-11T19:58:00+08:00,Clementi ActiveSG Gym,open,95,95% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":95,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T12:32:17+00:00,2026-08-11T20:32:00+08:00,Clementi ActiveSG Gym,open,82,82% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":82,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T13:43:44+00:00,2026-08-11T21:43:00+08:00,Clementi ActiveSG Gym,open,65,65% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":65,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T13:56:35+00:00,2026-08-11T21:56:00+08:00,Clementi ActiveSG Gym,open,0,0% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":0,""type"":""gym"",""isClosed"":false}",api_response
2026-08-11T14:08:42+00:00,2026-08-11T22:08:00+08:00,Clementi ActiveSG Gym,closed,,Closed,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":0,""type"":""gym"",""isClosed"":true}",api_response
2026-08-11T15:17:04+00:00,2026-08-11T23:17:00+08:00,Clementi ActiveSG Gym,closed,,Closed,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":0,""type"":""gym"",""isClosed"":true}",api_response
2026-08-11T15:30:30+00:00,2026-08-11T23:30:00+08:00,Clementi ActiveSG Gym,closed,,Closed,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":0,""type"":""gym"",""isClosed"":true}",api_response
2026-08-11T15:44:47+00:00,2026-08-11T23:44:00+08:00,Clementi ActiveSG Gym,closed,,Closed,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":0,""type"":""gym"",""isClosed"":true}",api_response
2026-08-12T00:00:48+00:00,2026-08-12T08:00:00+08:00,Clementi ActiveSG Gym,open,46,46% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":46,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T00:08:27+00:00,2026-08-12T08:08:00+08:00,Clementi ActiveSG Gym,open,44,44% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":44,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T00:45:14+00:00,2026-08-12T08:45:00+08:00,Clementi ActiveSG Gym,open,47,47% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":47,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T02:46:10+00:00,2026-08-12T10:46:00+08:00,Clementi ActiveSG Gym,open,52,52% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":52,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T03:05:18+00:00,2026-08-12T11:05:00+08:00,Clementi ActiveSG Gym,open,48,48% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":48,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T03:14:52+00:00,2026-08-12T11:14:00+08:00,Clementi ActiveSG Gym,open,42,42% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":42,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T05:15:26+00:00,2026-08-12T13:15:00+08:00,Clementi ActiveSG Gym,open,36,36% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":36,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T05:20:23+00:00,2026-08-12T13:20:00+08:00,Clementi ActiveSG Gym,open,34,34% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":34,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T06:43:41+00:00,2026-08-12T14:43:00+08:00,Clementi ActiveSG Gym,open,55,55% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":55,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T06:54:36+00:00,2026-08-12T14:54:00+08:00,Clementi ActiveSG Gym,open,58,58% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":58,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T07:00:41+00:00,2026-08-12T15:00:00+08:00,Clementi ActiveSG Gym,open,61,61% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":61,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T08:40:10+00:00,2026-08-12T16:40:00+08:00,Clementi ActiveSG Gym,open,62,62% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":62,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T08:48:58+00:00,2026-08-12T16:48:00+08:00,Clementi ActiveSG Gym,open,61,61% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":61,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T08:55:48+00:00,2026-08-12T16:55:00+08:00,Clementi ActiveSG Gym,open,66,66% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":66,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T09:54:18+00:00,2026-08-12T17:54:00+08:00,Clementi ActiveSG Gym,open,72,72% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":72,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T10:27:06+00:00,2026-08-12T18:27:00+08:00,Clementi ActiveSG Gym,open,87,87% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":87,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T10:36:32+00:00,2026-08-12T18:36:00+08:00,Clementi ActiveSG Gym,open,91,91% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":91,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T10:47:20+00:00,2026-08-12T18:47:00+08:00,Clementi ActiveSG Gym,open,96,96% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":96,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T11:24:43+00:00,2026-08-12T19:24:00+08:00,Clementi ActiveSG Gym,open,91,91% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":91,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T11:35:56+00:00,2026-08-12T19:35:00+08:00,Clementi ActiveSG Gym,open,89,89% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":89,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T11:59:29+00:00,2026-08-12T19:59:00+08:00,Clementi ActiveSG Gym,open,68,68% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":68,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T12:12:33+00:00,2026-08-12T20:12:00+08:00,Clementi ActiveSG Gym,open,63,63% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":63,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T12:36:22+00:00,2026-08-12T20:36:00+08:00,Clementi ActiveSG Gym,open,61,61% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":61,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T13:48:51+00:00,2026-08-12T21:48:00+08:00,Clementi ActiveSG Gym,open,22,22% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":22,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T13:58:46+00:00,2026-08-12T21:58:00+08:00,Clementi ActiveSG Gym,open,12,12% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":12,""type"":""gym"",""isClosed"":false}",api_response
2026-08-12T14:09:42+00:00,2026-08-12T22:09:00+08:00,Clementi ActiveSG Gym,closed,,Closed,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":12,""type"":""gym"",""isClosed"":true}",api_response
2026-08-12T15:15:26+00:00,2026-08-12T23:15:00+08:00,Clementi ActiveSG Gym,closed,,Closed,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":12,""type"":""gym"",""isClosed"":true}",api_response
2026-08-12T15:30:25+00:00,2026-08-12T23:30:00+08:00,Clementi ActiveSG Gym,closed,,Closed,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":12,""type"":""gym"",""isClosed"":true}",api_response
2026-08-12T15:45:04+00:00,2026-08-12T23:45:00+08:00,Clementi ActiveSG Gym,closed,,Closed,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":12,""type"":""gym"",""isClosed"":true}",api_response
2026-08-12T23:59:29+00:00,2026-08-13T07:59:00+08:00,Clementi ActiveSG Gym,open,47,47% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":47,""type"":""gym"",""isClosed"":false}",api_response
2026-08-13T00:09:08+00:00,2026-08-13T08:09:00+08:00,Clementi ActiveSG Gym,open,51,51% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":51,""type"":""gym"",""isClosed"":false}",api_response
2026-08-13T00:47:03+00:00,2026-08-13T08:47:00+08:00,Clementi ActiveSG Gym,open,52,52% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":52,""type"":""gym"",""isClosed"":false}",api_response
2026-08-13T02:48:25+00:00,2026-08-13T10:48:00+08:00,Clementi ActiveSG Gym,open,68,68% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":68,""type"":""gym"",""isClosed"":false}",api_response
2026-08-13T03:09:17+00:00,2026-08-13T11:09:00+08:00,Clementi ActiveSG Gym,open,65,65% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":65,""type"":""gym"",""isClosed"":false}",api_response
2026-08-13T03:19:08+00:00,2026-08-13T11:19:00+08:00,Clementi ActiveSG Gym,open,68,68% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":68,""type"":""gym"",""isClosed"":false}",api_response
2026-08-13T05:06:58+00:00,2026-08-13T13:06:00+08:00,Clementi ActiveSG Gym,open,44,44% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":44,""type"":""gym"",""isClosed"":false}",api_response
2026-08-13T05:19:02+00:00,2026-08-13T13:19:00+08:00,Clementi ActiveSG Gym,open,33,33% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":33,""type"":""gym"",""isClosed"":false}",api_response
2026-08-13T05:24:31+00:00,2026-08-13T13:24:00+08:00,Clementi ActiveSG Gym,open,32,32% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":32,""type"":""gym"",""isClosed"":false}",api_response
2026-08-13T06:46:31+00:00,2026-08-13T14:46:00+08:00,Clementi ActiveSG Gym,open,67,67% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":67,""type"":""gym"",""isClosed"":false}",api_response
2026-08-13T06:58:29+00:00,2026-08-13T14:58:00+08:00,Clementi ActiveSG Gym,open,68,68% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":68,""type"":""gym"",""isClosed"":false}",api_response
2026-08-13T07:04:24+00:00,2026-08-13T15:04:00+08:00,Clementi ActiveSG Gym,open,72,72% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":72,""type"":""gym"",""isClosed"":false}",api_response
2026-08-13T08:44:27+00:00,2026-08-13T16:44:00+08:00,Clementi ActiveSG Gym,open,64,64% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":64,""type"":""gym"",""isClosed"":false}",api_response
2026-08-13T08:51:52+00:00,2026-08-13T16:51:00+08:00,Clementi ActiveSG Gym,open,60,60% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":60,""type"":""gym"",""isClosed"":false}",api_response
2026-08-13T08:58:10+00:00,2026-08-13T16:58:00+08:00,Clementi ActiveSG Gym,open,58,58% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":58,""type"":""gym"",""isClosed"":false}",api_response
2026-08-13T10:28:45+00:00,2026-08-13T18:28:00+08:00,Clementi ActiveSG Gym,open,68,68% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":68,""type"":""gym"",""isClosed"":false}",api_response
2026-08-13T10:37:54+00:00,2026-08-13T18:37:00+08:00,Clementi ActiveSG Gym,open,79,79% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":79,""type"":""gym"",""isClosed"":false}",api_response
2026-08-13T10:52:26+00:00,2026-08-13T18:52:00+08:00,Clementi ActiveSG Gym,open,67,67% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":67,""type"":""gym"",""isClosed"":false}",api_response
2026-08-13T11:35:45+00:00,2026-08-13T19:35:00+08:00,Clementi ActiveSG Gym,open,69,69% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":69,""type"":""gym"",""isClosed"":false}",api_response
2026-08-13T12:00:14+00:00,2026-08-13T20:00:00+08:00,Clementi ActiveSG Gym,open,63,63% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":63,""type"":""gym"",""isClosed"":false}",api_response
2026-08-13T12:11:36+00:00,2026-08-13T20:11:00+08:00,Clementi ActiveSG Gym,open,63,63% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":63,""type"":""gym"",""isClosed"":false}",api_response
2026-08-13T12:36:39+00:00,2026-08-13T20:36:00+08:00,Clementi ActiveSG Gym,open,71,71% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":71,""type"":""gym"",""isClosed"":false}",api_response
2026-08-13T13:49:11+00:00,2026-08-13T21:49:00+08:00,Clementi ActiveSG Gym,open,0,0% full,"{""id"":""EcBGtBDRSadwhso2WV0Tk"",""name"":""Clementi ActiveSG Gym"",""capacityPercentage"":0,""type"":""gym"",""isClosed"":false}",api_response
